alaskaair,AmericanAir,delta,flyfrontier,hawaiianair,jetblue,southwest,spiritairlines,united,virginamerica
0.91684789,0.999023706,0.917563993,0.997792798,0.953818319,0.977943402,0.711138526,0.807520689,0.995823723,0.526739465
0.996693259,0.907926813,0.970024182,0.997792798,0.967728591,0.903370614,0.968418414,0.986534136,0.905137638,0.760697985
0.983220409,0.995541835,0.772740368,0.972402644,0.997686113,0.994576631,0.95509836,0.992850871,0.996753901,0.648957516
0.997014327,0.996370304,0.883862841,0.9995888,0.953818319,1,0.966559335,0.995529346,0.766964551,0.724169713
0.978634484,0.997369297,0.991040669,0.997792798,0.967728591,0.994576631,0.772733344,0.995097327,0.766964551,0.967974708
0.999670274,0.457723681,0.998815678,0.997792798,0.953818319,0.968708583,0.969028902,0.99356137,0.766964551,0.625427491
0.999670274,0.926971294,0.951069211,0.987229315,0.924750172,0.91535609,0.992499077,0.938966677,0.766964551,0.913758121
0.996296955,0.945051342,0.814211314,0.997792798,0.948859306,0.999989009,0.998423783,0.712420708,0.984300927,0.988191653
0.872041386,0.806464668,0.971066925,0.997792798,0.953818319,0.999186174,0.979235757,0.997629687,0.986980988,0.996500815
0.870832541,0.999486676,0.878756828,0.999008045,0.473971051,0.994576631,0.999884825,0.996717526,0.766964551,0.996500815
0.786023417,0.999296332,0.884122292,0.997792798,0.953818319,0.970794563,0.955397603,0.964902596,0.766964551,0.797082711
0.991201791,0.998605105,0.90918466,0.996675679,0.981756778,0.974237119,0.772786024,0.99897282,0.766964551,0.992019328
0.981173244,0.990598127,0.972785667,0.968418414,0.735151766,0.984588503,0.956984225,0.99897282,0.766964551,0.997792798
0.981173244,0.806464668,0.964722666,0.968418414,0.957043053,0.990813943,0.993190069,0.957776601,0.645342809,0.928386864
0.981173244,0.996471121,0.699632821,0.179446794,0.957043053,0.832495835,0.99983647,0.972124887,0.766964551,0.910406628
0.911450858,0.987008842,0.73205031,0.968418414,0.981001053,0.964761103,0.945604861,0.907023366,0.766964551,0.979906682
0.981173244,0.993796384,0.699632821,0.968418414,0.882229042,0.914001315,0.750443683,0.993654351,0.940452118,0.897926035
0.996583785,0.995741073,0.718861241,0.968418414,0.992084693,0.971107917,0.945604861,0.712963328,0.766964551,0.997792798
0.981173244,0.58318938,0.999869906,0.968418414,0.992084693,0.911321639,0.995920366,0.92766013,0.998843119,0.826353353
0.964079306,0.712420708,0.773622488,0.998550491,0.992084693,0.773622488,0.895655694,0.712963328,0.766964551,0.997792798
0.956318653,0.998529498,0.999924364,0.985997667,0.992084693,0.814407886,0.970721609,0.999070664,0.987764709,0.997792798
0.98654383,0.710314093,0.999924364,0.970537449,0.863215774,0.994576631,0.929042936,0.999975087,0.766964551,0.926022669
0.971782235,0.88178466,0.997824828,0.961063561,0.98039825,0.997791961,0.990017806,0.699964748,0.766964551,0.897926035
0.956318653,0.999831295,0.993783609,0.961063561,0.773075614,0.70017682,0.822899979,0.936762956,0.999746233,0.997792798
0.999065048,0.929679072,0.964539453,0.967275521,0.797237939,0.995223123,0.998148415,0.997574188,0.766964551,0.826353353
0.584911791,0.99275448,0.777247925,0.806640977,0.959139002,0.961900139,0.964257572,0.996781031,0.99383786,0.988667686
0.996259282,0.988431918,0.777247925,0.977506971,0.959139002,0.928386864,1,0.458808569,0.99786374,0.997792798
0.953668321,0.95482266,0.777247925,0.977506971,0.959139002,0.934791276,0.861899858,0.814566539,0.766964551,0.897926035
0.676630565,0.849290865,0.771972026,0.806640977,0.959139002,0.999649066,0.99970433,0.737657747,0.766964551,0.739156681
0.956846523,0.726357538,0.916553138,0.977506971,0.998928571,0.959344262,0.996023188,0.850893987,0.964411654,0.826353353
0.964079306,0.85687087,0.786317603,0.646899904,0.959139002,0.991151505,0.337411697,0.972124887,0.766964551,0.997792798
0.964183053,0.729376203,0.999877427,0.9934846,0.773622488,0.711828249,0.767803528,0.962208611,0.99786374,0.992621214
0.998838,0.783442234,0.992004986,0.939930855,0.964079306,0.987963832,0.974009501,0.950227083,0.733033848,0.897926035
0.996851859,0.982743682,0.992004986,0.469151731,0.990529707,0.956318653,0.999984962,0.838809942,0.857336282,0.826353353
0.997019116,0.997330976,0.998544574,0.998707779,0.958816025,0.994137911,0.999819332,0.919614445,0.773622488,0.526739465
0.967856389,0.981802751,0.79882392,0.725348658,0.91600465,0.927070744,0.996282687,0.917585169,0.857336282,0.994838124
0.988621771,0.979019333,0.998960712,0.770045829,0.998306613,0.998632647,0.940355721,0.999426059,0.558273975,0.97253891
0.987855739,0.999738609,0.988666006,0.972946955,0.684024704,0.973954511,0.937830226,0.999665641,0.743276789,0.999019258
0.999562891,0.994303384,0.999670222,0.975934355,0.850848307,0.994576631,0.965811852,0.999626179,0.999324357,0.994476474
0.953821842,0.950487507,0.760903626,0.918322495,0.803489776,0.961974465,0.928386864,0.995364016,0.999973866,0.968897481
0.875600307,0.992658839,0.853006651,0.918322495,0.985241971,0.994137911,0.999935539,0.983357286,0.950032813,0.962635724
0.783442234,0.951670651,0.674320116,0.94385103,0.996576628,0.993948204,0.864935208,0.710647324,0.773622488,0.991086457
0.905796728,0.999861235,0.989596037,0.94385103,0.996576628,0.99884372,0.959344652,0.957199416,0.773622488,0.991086457
0.969492199,0.994303384,0.973950452,0.94385103,0.996576628,0.993166016,0.990222734,0.937822646,0.999971434,0.374371061
0.911214097,0.994303384,0.899590244,0.81462695,0.995371485,0.713266109,0.772740368,0.997396262,0.997812923,0.977608985
0.986932327,0.882288252,0.994095039,0.839351389,0.767644819,0.989857636,0.953074865,0.999765404,0.733033848,0.959740618
0.697031128,0.92761717,0.995556502,0.727976439,0.893731834,0.990813943,0.990222734,0.998475099,0.999966587,0.983624534
0.999247066,0.99859546,0.998787551,0.998550491,0.956318653,0.994576631,0.960197146,0.989136352,0.790948132,0.876369443
0.64338809,0.967151212,0.674320116,0.94385103,0.897747169,0.982669928,0.990222734,0.996572566,0.714791418,0.991086457
0.999378809,0.806464668,0.899590244,0.928629154,0.897747169,0.551979026,0.772740368,0.952846698,0.958507711,0.941924432
0.970141431,0.994814603,0.971824707,0.880998518,0.986250935,0.78327592,0.970081701,0.999960584,0.986117959,0.936489318
0.970057022,0.998583148,0.826665946,0.861338277,0.961792981,0.706838799,0.772740368,0.42620298,0.999889078,0.902103636
0.513424273,0.345719139,0.826665946,0.888814641,0.951474802,0.955657246,0.753710376,0.953570574,0.984300927,0.933312341
0.992338375,0.999945412,0.826665946,0.93468391,0.951474802,0.706838799,0.990222734,0.96061505,0.812992019,0.822139419
0.973535498,0.910406628,0.826665946,0.999810568,0.683220132,0.890042961,0.857711365,0.97783486,0.773622488,0.977088987
0.973535498,0.773149286,0.826665946,0.991511851,0.683220132,0.999682603,0.891954241,0.991114594,0.972560801,0.680343318
0.973535498,0.997882903,0.826665946,0.845590887,0.985241971,0.97569742,0.987236877,0.63001706,0.995772087,0.979992741
0.973535498,0.955801525,0.826665946,0.890681377,0.950227556,0.97125625,0.772740368,0.96061505,0.766964551,0.989435027
0.973535498,0.938955215,0.951309244,0.988148166,0.978654965,0.858485791,0.979875746,0.856712587,0.983198783,0.821054765
0.973535498,0.99401669,0.998995761,0.974720082,0.762018882,0.964079306,0.843183728,0.856712587,0.98342572,0.997974093
0.973535498,0.812958569,0.99142889,0.734672518,0.807330992,0.955796456,0.957253462,0.999961268,0.773622488,0.990039425
0.973535498,0.849290865,0.826665946,0.925484484,0.959139002,0.934293944,0.838726096,0.718907722,0.91950941,0.619008043
0.973535498,0.938955215,0.657476781,0.976053845,0.959139002,0.653210167,0.849588852,0.981643419,0.968650028,0.968014054
0.973535498,0.944102759,0.89184047,0.816824567,0.989895015,0.952283703,0.953492147,0.981385966,0.999434215,0.843326478
0.973535498,0.849290865,0.826665946,0.999949873,0.959139002,0.956318653,0.978447177,0.703952298,0.99786374,0.995684727
0.835662145,0.994030294,0.971824707,0.994158564,0.646899904,0.967501719,0.974009501,0.999990006,0.898647836,0.979300723
0.973535498,0.999200425,0.116861765,0.999458767,0.959139002,0.460793155,0.925006547,0.961717946,0.883862841,0.411397786
0.973535498,0.995561807,0.826665946,0.999810547,0.959684942,0.999585039,0.71917439,0.998539785,0.558273975,0.783299685
0.973535498,0.718933991,0.992515883,0.976038648,0.988594855,0.982064588,0.979875746,0.998397249,0.995127627,0.935881744
0.973535498,0.976580999,0.905634478,0.94385103,0.987164982,0.987586384,0.984634413,0.199859935,0.750496117,0.946693646
0.973535498,0.995561807,0.991165088,0.871919709,0.981675467,0.958344344,0.997714768,0.998890505,0.98800621,0.797082711
0.973535498,0.952030423,0.934464399,0.877305742,0.239587929,0.935533425,0.928815168,0.882220729,0.998529748,0.653210167
0.973535498,0.998985597,0.671745428,0.918924266,0.982923029,0.992179069,0.915702552,0.9979767,0.979891712,0.980301352
0.973535498,0.97324931,0.99070509,0.918924266,0.982923029,0.932350572,0.998188795,0.993539005,0.869663864,0.911507337
0.973535498,0.774582511,0.591763404,0.997156523,0.646899904,0.74483836,0.885267853,0.844796682,0.787565025,0.699815617
0.973535498,0.997936282,0.976751689,0.918888497,0.996883831,0.980846115,0.998188795,0.997014684,0.981862862,0.995402891
0.973535498,0.976580999,0.944919813,0.995751873,0.996883831,0.956104273,0.964373881,0.944476791,0.796211149,0.935881744
0.973535498,0.976580999,0.971367988,0.967079018,0.952409413,0.999668715,0.990722938,0.998612551,0.978257626,0.935881744
0.917712882,0.703310013,0.998680629,0.811160731,0.925763303,0.999668715,0.995766569,0.985601669,0.733033848,0.935881744
0.973535498,0.999733974,0.987510884,0.728801425,0.996883831,0.973583634,0.971913834,0.900181242,0.921270082,0.99038272
0.973535498,0.999703859,0.826665946,0.632198491,0.996883831,0.995885439,0.966429155,0.900181242,0.998209235,0.935881744
0.973535498,0.971216581,0.826665946,0.987030878,0.646899904,0.918066358,0.975081486,0.900181242,0.997329885,0.992584502
0.973535498,0.878756828,0.671449885,0.999995207,0.970303796,0.814002469,0.978748142,0.900181242,0.787565025,0.935881744
0.973535498,0.939600843,0.999639854,0.94385103,0.991602348,0.999909832,0.998905224,0.999911625,0.999845831,0.999656579
0.973535498,0.989340531,0.927342072,0.986789047,0.895072962,0.96953033,0.877266986,0.87522949,0.999999155,0.84524326
0.973535498,0.992494683,0.724377402,0.93381534,0.971191131,0.997792798,0.709616043,0.675980384,0.998460013,0.76788018
0.973535498,0.998617916,0.923952323,0.961063561,0.998708308,0.94769298,0.996205119,0.941986216,0.99960194,0.824290362
0.973535498,0.787807519,0.995208935,0.999121407,0.469801799,0.963270004,0.861647324,0.75566723,0.997166966,0.997083005
0.973535498,0.944378121,0.968373424,0.999121407,0.981136634,0.997792798,0.955366912,0.9987969,0.689135331,0.997792798
0.973535498,0.734261014,0.999331463,0.997768261,0.980520673,0.997792798,0.688496573,0.981901643,0.762348774,0.997792798
0.973535498,0.98353344,0.999348219,0.989271552,0.999877522,0.998234087,0.789726895,0.988402151,0.896218824,0.996594255
0.973535498,0.745740067,0.826665946,0.841541153,0.889841194,0.997792798,0.99998853,0.954093721,0.896218824,0.997792798
0.973535498,0.647959051,0.99142889,0.981857697,0.708590853,0.993420008,1,0.998879367,0.787565025,0.967187727
0.973535498,0.649913725,0.996562132,0.978433254,0.69217769,0.956318653,0.995207266,0.950007173,0.896218824,0.997792798
0.973535498,0.999844791,0.826665946,0.98667988,0.945636743,0.836671772,0.983080763,0.906709176,0.805162776,0.949181521
0.973535498,0.734261014,0.995556502,0.97853557,0.997894616,0.997792798,0.995921097,0.764224227,0.997697972,0.997792798
0.973535498,0.907241556,0.89103141,0.712420708,0.968227009,0.997792798,0.981552199,0.722312201,0.993980659,0.997792798
0.973535498,0.93773045,0.980882715,0.961063561,0.876495069,0.970327127,0.990213532,0.972542916,0.973943093,0.997792798
0.973535498,0.922243705,0.826665946,0.712420708,0.785898929,0.997792798,0.956316146,0.998430457,0.987174608,0.997792798
0.973535498,0.99979916,0.945451377,0.999799194,0.678454858,0.997792798,0.984660414,0.996674453,0.74952865,0.993072261
0.999586988,0.997476219,0.780119003,0.994731777,0.989028911,0.984318533,0.984660414,0.970629099,0.893444667,0.997792798
0.973535498,0.97999627,0.998981067,0.773622488,0.989028911,0.924710498,0.99865229,0.854450209,0.983827368,0.997792798
0.973535498,0.964079306,0.661198566,0.981688234,0.999576507,0.997792798,0.904288501,0.999101163,0.987645702,0.999375123
0.767997797,0.999746879,0.935010984,0.996259096,0.646899904,0.997792798,0.999498151,0.998755169,0.883862841,0.998619723
0.973535498,0.9891073,0.826665946,0.99679368,0.91602696,0.997792798,0.994607773,0.966746941,0.997408543,0.997792798
0.974006969,0.99770929,0.969735854,0.994908205,0.896306221,0.677644972,0.994607773,0.999216981,0.878140729,0.997792798
0.973535498,0.84361166,0.952435695,0.915250659,0.997598339,0.852986588,0.994607773,0.983914646,0.77606666,0.622386477
0.69677554,0.999868165,0.826665946,0.793845014,0.997057415,0.900181242,0.994607773,0.950707289,0.996364295,0.947326434
0.973535498,0.996072825,0.786317603,0.985246333,0.997057415,0.980436264,0.732111113,0.876656274,0.984300927,0.999375123
0.973535498,0.999486676,0.993318972,0.580327998,0.997057415,0.958577651,0.998270445,0.936287988,0.999269222,0.997792798
0.973535498,0.949013881,0.933560871,0.999471294,0.979350733,0.937852961,0.981398566,0.998759278,0.946533952,0.997792798
0.973535498,0.994849461,0.996002697,0.979516512,0.965165456,0.968418414,0.992424864,0.969933036,0.945984237,0.878712073
0.917712882,0.834058745,0.826665946,0.961063561,0.718907722,0.968418414,0.994607773,0.93684643,0.743437042,0.997792798
0.973535498,0.80858934,0.996352031,0.999273169,0.999377385,0.555621344,0.992774808,0.950707289,0.930237934,0.998159324
0.973535498,0.78327592,0.820523755,0.989345381,0.982777905,0.968418414,0.997290424,0.876656274,0.848173913,0.984771336
0.973535498,0.998573067,0.995416188,0.903460488,0.99443623,0.968418414,0.994607773,0.815916115,0.719596298,0.997329379
0.973535498,0.971788815,0.987855859,0.981758032,0.999784376,0.968418414,0.999336621,0.995012547,0.981234106,0.999375123
0.973535498,0.999798188,0.992328941,0.923860929,0.982777905,0.968418414,0.997792798,0.915649275,0.995909137,0.968418414
0.973535498,0.724369416,0.826665946,0.849622074,0.99443623,0.971835658,0.997792798,0.664717795,0.889759808,0.997792798
0.973535498,0.684545358,0.798449218,0.998740877,0.99443623,0.968418414,0.997792798,0.943367345,0.889759808,0.968418414
0.973535498,0.996779362,0.998185248,0.999645657,0.99443623,0.968418414,0.997792798,0.948988714,0.556290359,0.968418414
0.996185257,0.98533026,0.766687405,0.945459629,0.99443623,0.968418414,0.998933131,0.999953907,0.95690553,0.968418414
0.973535498,0.942916897,0.766687405,0.899510728,0.99443623,0.981842371,0.997792798,0.996995485,0.890046876,0.999375123
0.973535498,0.958049938,0.826665946,0.899510728,0.981827747,0.904863379,0.950679164,0.996777435,0.999713241,0.996594255
0.973535498,0.997463069,0.999331463,0.958360708,0.981827747,0.875714632,0.997792798,0.895121789,0.964587306,0.997792798
0.962918836,0.996254957,0.906872302,0.958201194,0.981827747,0.998206659,0.997792798,0.978264432,0.950009548,0.822430223
0.973535498,0.969262736,0.989790453,0.894870868,0.860662093,0.983704555,0.997792798,0.997506447,0.733033848,0.968418414
0.872151815,0.571597035,0.715738441,0.958201194,0.981827747,0.999843342,0.997792798,0.951580884,0.982068991,0.968418414
0.999318512,0.994824498,0.94724304,0.999922668,0.981827747,0.991411708,0.997792798,0.980855318,0.819922129,0.968418414
0.973535498,0.995056569,0.987387697,0.98799044,0.905576348,0.817017501,0.998544821,0.988037454,0.953479285,0.993455732
0.999318512,0.951311097,0.949101389,0.98901523,0.823102461,0.943765114,0.842932337,0.87664546,0.940844594,0.968418414
0.973535498,0.328190629,0.969495748,0.800180041,0.94775887,0.952997881,0.997792798,0.99991033,0.99905844,0.968418414
0.973535498,0.999887273,0.999040185,0.800180041,0.94775887,0.601531391,0.997792798,0.999133282,0.78327592,0.968418414
0.973535498,0.979664858,0.591763404,0.597403994,0.981827747,0.949253826,0.967417033,0.951383303,0.796966232,0.968418414
0.997865679,0.520975183,0.826665946,0.993769694,0.981827747,0.997524835,0.992221092,0.995979258,0.997052394,0.93069019
0.988430546,0.981884931,0.906287075,0.979009882,0.773622488,0.907814733,0.752432869,0.9765155,0.999269222,0.968418414
0.991486144,0.976196238,0.990251157,0.825636154,0.973033155,0.998206659,0.940249067,0.999923659,0.991185905,0.677935431
0.904624655,0.989364023,0.764555608,0.999710359,0.973033155,0.998206659,0.997792798,0.960362303,0.750496117,0.209379448
0.999690109,0.997525946,0.853359888,0.987675804,0.924676376,0.994943744,0.997792798,0.998941105,0.743437042,0.968418414
0.991486144,0.976196238,0.877951195,0.699180812,0.718907722,0.983013601,0.660537407,0.768384217,0.730852086,0.968418414
0.991486144,0.726357538,0.804884956,0.809999973,0.718907722,0.963505267,0.98196657,0.986967489,0.998053279,0.968418414
0.973535498,0.452657247,0.936857079,0.961063561,0.718907722,0.742602629,0.997792798,0.798579538,0.914895505,0.863982622
0.973535498,0.826803461,0.930040394,0.961063561,0.694921549,0.998883835,0.98196657,0.999612869,0.914895505,0.968418414
0.991486144,0.784348541,0.757580481,0.986309391,0.718907722,0.85108293,0.990113212,0.995004899,0.653210167,0.93984215
0.973535498,0.996750534,0.930892465,0.910537863,0.928033026,0.767136088,0.998659913,0.997611337,0.712299815,0.968418414
0.999690109,0.962180965,0.992881258,0.646899904,0.928033026,0.990024919,0.989565311,0.980473441,0.969160085,0.994532058
0.973535498,0.999286768,0.975004591,0.646899904,0.928033026,0.990522575,0.997042916,0.99617723,0.981567222,0.973535498
0.973535498,0.991805713,0.398799429,0.646899904,0.928033026,0.986866648,0.998268061,0.99767876,0.996109967,0.973535498
0.973535498,0.80403394,0.9745619,0.646899904,0.928033026,0.998277664,0.9816436,0.994502778,0.758722798,0.973535498
0.846945204,0.982239356,0.51546007,0.646899904,0.928033026,0.998277664,0.997792798,0.979837455,0.993452611,0.973535498
0.973535498,0.990243817,0.910406628,0.646899904,0.928033026,0.995504309,0.997792798,0.954182114,0.742451596,0.973535498
0.973535498,0.974415223,0.637003047,0.646899904,0.928033026,0.78327592,0.791872579,0.995206884,0.996109967,0.973535498
0.973535498,0.999767858,0.826665946,0.646899904,0.928033026,0.942477182,0.994363559,0.999923959,0.998561407,0.973535498
0.970587734,0.988933888,0.90986601,0.646899904,0.928033026,0.999750554,0.997382201,0.612508759,0.999994317,0.973535498
0.991486144,0.963985687,0.998591331,0.646899904,0.928033026,0.882802401,0.973535498,0.961983243,0.819880784,0.973535498
0.973535498,0.956318653,0.910406628,0.646899904,0.928033026,0.882802401,0.973535498,0.612508759,0.997812923,0.973535498
0.973535498,0.922396311,1,0.999649966,0.944863055,0.995194323,0.973535498,0.612508759,0.999952548,0.973535498
0.973535498,0.972959586,0.998740374,0.98901523,0.928033026,0.961577428,0.973535498,0.663582447,0.975750005,0.973535498
0.986494623,0.851682682,0.915507826,0.646899904,0.928033026,0.893415151,0.973535498,0.70380431,0.929262144,0.973535498
0.973535498,0.999898609,0.933422422,0.646899904,0.928033026,0.994335466,0.973535498,0.612508759,0.743437042,0.973535498
0.980091321,0.936296936,0.996926316,0.646899904,0.999972681,0.64859521,0.973535498,0.996334616,0.999901997,0.973535498
0.973535498,0.963653014,0.416421745,0.646899904,0.999972681,0.716376863,0.973535498,0.675279091,0.999885596,0.973535498
0.995457387,0.882324597,0.982167514,0.646899904,0.934715649,0.993428761,0.973535498,0.612508759,0.787565025,0.973535498
0.999690109,0.976196238,0.910406628,0.646899904,0.694921549,0.999357981,0.973535498,0.612508759,0.766964551,0.973535498
0.973535498,0.95245834,0.703996061,0.646899904,0.999972681,0.999794299,0.973535498,0.675279091,0.659711762,0.973535498
0.973535498,0.928386864,0.993990105,0.646899904,0.999972681,0.995496246,0.973535498,0.675279091,0.766964551,0.973535498
0.973535498,0.976196238,0.826665946,0.646899904,0.999972681,0.999632155,0.973535498,0.675279091,0.996109967,0.973535498
0.973535498,0.899895139,0.673953256,0.646899904,0.999972681,0.981045733,0.973535498,0.675279091,0.766964551,0.973535498
